id,text_id,textsize,treesize,constr_time,peak_mem,access_avg,constr_time_rs,treesize_rs,rank_avg,select_avg,s,t,l,result
9,/workspace/dmeyer/data/pitches,33554432,23051275,47355,805306368,150.312,75571,289573073,158.795,854.155,1,4,8,16776850470708
10,/workspace/dmeyer/data/pitches,33554432,24400174,14705,805306368,82.5783,48168,559390820,68.7109,1457.32,4067413,4,8,16776850470708
12,/workspace/dmeyer/data/pitches,33554432,26150633,29858,805306368,146.128,58214,310304567,156.024,804.619,1,4,8,16776850470708
11,/workspace/dmeyer/data/pitches,33554432,26798262,12208,805306368,75.3281,42950,550499100,67.0009,1425.7,4067413,4,8,16776850470708
8,/workspace/dmeyer/data/pitches,33554432,24400182,4007,805306368,79.1502,37474,559390828,68.3307,1448.3,1,4,4,16776850470708
1,/workspace/dmeyer/data/pitches,33554432,23051275,7283,805306368,152.435,35511,289573073,161.829,840.926,1,4,4,16776850470708
2,/workspace/dmeyer/data/pitches,33554432,23051275,3926,805306368,145.007,32177,289573073,160.158,848.458,1,4,4,16776850470708
4,/workspace/dmeyer/data/pitches,33554432,24400174,4211,805306368,74.6425,37652,559390820,70.3117,1454.08,1,4,4,16776850470708
5,/workspace/dmeyer/data/pitches,33554432,24400174,3762,805306368,74.3798,37213,559390820,69.6208,1449.99,1,4,4,16776850470708
7,/workspace/dmeyer/data/pitches,33554432,26150633,3917,805306368,149.769,32247,310304567,155.928,814.11,1,4,4,16776850470708
6,/workspace/dmeyer/data/pitches,33554432,26798262,3972,805306368,75.264,34727,550499100,66.4158,1421.37,1,4,4,16776850470708
0,/workspace/dmeyer/data/pitches,33554432,23123495,52288,92384340,177.688,552267,289645293,232.923,1065.56,1,4,4,16776844242560
9,/workspace/dmeyer/data/pitches,33554432,23051275,47300,805306368,159.68,75522,289573073,159.525,838.854,1,4,4,16776850470708
10,/workspace/dmeyer/data/pitches,33554432,24400174,14683,805306368,82.4445,48148,559390820,69.38,1453.16,4067413,4,4,16776850470708
12,/workspace/dmeyer/data/pitches,33554432,26150633,29877,805306368,156.491,58200,310304567,156.99,814.098,1,4,4,16776850470708
11,/workspace/dmeyer/data/pitches,33554432,26798262,12199,805306368,79.5286,42971,550499100,67.6732,1430.81,4067413,4,4,16776850470708
8,/workspace/dmeyer/data/pitches,33554432,24400182,3979,805306368,81.6965,36462,559390828,66.8456,1446.79,1,2,8,16776850470708
1,/workspace/dmeyer/data/pitches,33554432,22737537,9619,805306368,254.308,45476,362432677,279.969,1169.02,1,2,8,16776850470708
2,/workspace/dmeyer/data/pitches,33554432,22737537,4040,805306368,235.344,39879,362432677,278.863,1159.12,1,2,8,16776850470708
4,/workspace/dmeyer/data/pitches,33554432,24400174,4237,805306368,77.058,36701,559390820,69.1743,1451.88,1,2,8,16776850470708
5,/workspace/dmeyer/data/pitches,33554432,24400174,3737,805306368,77.0038,36196,559390820,68.5567,1465.24,1,2,8,16776850470708
7,/workspace/dmeyer/data/pitches,33554432,26060121,4015,805306368,231.493,40509,396332623,250.392,1095.15,1,2,8,16776850470708
6,/workspace/dmeyer/data/pitches,33554432,26798262,3962,805306368,78.745,33751,550499100,65.4442,1430.17,1,2,8,16776850470708
0,/workspace/dmeyer/data/pitches,33554432,22838564,90974,71342964,292.95,514065,362533704,426.673,1306.08,1,2,8,16776844242560
9,/workspace/dmeyer/data/pitches,33554432,22737537,86756,805306368,243.963,122572,362432677,276.288,1167.22,1,2,8,16776850470708
10,/workspace/dmeyer/data/pitches,33554432,24400174,14548,805306368,78.7249,47044,559390820,66.011,1456.35,4067413,2,8,16776850470708
12,/workspace/dmeyer/data/pitches,33554432,26060121,53125,805306368,219.1,89616,396332623,250.747,1104.1,1,2,8,16776850470708
11,/workspace/dmeyer/data/pitches,33554432,26798262,12110,805306368,74.5054,41852,550499100,64.8629,1435.95,4067413,2,8,16776850470708
